Description,Selection,Bet Id,Bet type,Matched amount,Loss rec. amount,Avg. price matched,Status,P/L,Strategy,Short description,Tipster,Placed date,Matched date,Settled date,Settle as win
17:03 Bathurst (AUS) 25th Feb\R2 1730m Pace M\4. Lucky Zara,4. Lucky Zara,639075723892707929,BACK,Åí0.35,Åí0.00,3.55,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:32,2026-02-25 08:36:32,0001-01-01 00:00:00,
17:03 Bathurst (AUS) 25th Feb\R2 1730m Pace M\9. Always Lightning,9. Always Lightning,639075723892707939,BACK,Åí0.33,Åí0.00,3.75,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:32,2026-02-25 08:36:32,0001-01-01 00:00:00,
17:03 Bathurst (AUS) 25th Feb\R2 1730m Pace M\4. Lucky Zara,4. Lucky Zara,639075723892707938,BACK,Åí0.35,Åí0.00,3.55,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:32,2026-02-25 08:36:32,0001-01-01 00:00:00,
17:03 Bathurst (AUS) 25th Feb\R2 1730m Pace M\1. She Maybe Bettor,1. She Maybe Bettor,639075723892707937,BACK,Åí0.33,Åí0.00,3.75,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:32,2026-02-25 08:36:32,0001-01-01 00:00:00,
17:50 Belmont (AUS) 25th Feb\R6 1600m CL1\9. Space Academy,9. Space Academy,639075723892707942,BACK,Åí0.25,Åí0.00,5.3,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
18:30 Belmont (AUS) 25th Feb\R7 1200m CL3\9. Silent Alert,9. Silent Alert,639075723892707945,BACK,Åí0.39,Åí0.00,4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
17:50 Belmont (AUS) 25th Feb\R6 1600m CL1\1. Fey King,1. Fey King,639075723892707940,BACK,Åí0.20,Åí0.00,6.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
18:30 Belmont (AUS) 25th Feb\R7 1200m CL3\2. Champagne Crusader,2. Champagne Crusader,639075723892707949,BACK,Åí0.33,Åí0.00,4.7,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
17:50 Belmont (AUS) 25th Feb\R6 1600m CL1\1. Fey King,1. Fey King,639075723892707946,BACK,Åí0.20,Åí0.00,6.6,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
18:30 Belmont (AUS) 25th Feb\R7 1200m CL3\9. Silent Alert,9. Silent Alert,639075723892707951,BACK,Åí0.39,Åí0.00,4,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
17:50 Belmont (AUS) 25th Feb\R6 1600m CL1\9. Space Academy,9. Space Academy,639075723892707948,BACK,Åí0.25,Åí0.00,5.3,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
17:50 Belmont (AUS) 25th Feb\R6 1600m CL1\2. Double The Fun,2. Double The Fun,639075723892707947,BACK,Åí0.55,Åí0.00,2.36,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
18:30 Belmont (AUS) 25th Feb\R7 1200m CL3\8. Show The Way,8. Show The Way,639075723892707950,BACK,Åí0.27,Åí0.00,5.7,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
18:30 Belmont (AUS) 25th Feb\R7 1200m CL3\8. Show The Way,8. Show The Way,639075723892707944,BACK,Åí0.27,Åí0.00,5.7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
18:30 Belmont (AUS) 25th Feb\R7 1200m CL3\2. Champagne Crusader,2. Champagne Crusader,639075723892707943,BACK,Åí0.33,Åí0.00,4.7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
17:50 Belmont (AUS) 25th Feb\R6 1600m CL1\2. Double The Fun,2. Double The Fun,639075723892707941,BACK,Åí0.55,Åí0.00,2.36,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:33,2026-02-25 08:36:33,0001-01-01 00:00:00,
19:00 Bathurst (AUS) 25th Feb\R6 2260m Pace M\10. Esther Rising,10. Esther Rising,639075723892707954,BACK,Åí0.35,Åí0.00,3.35,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:34,2026-02-25 08:36:34,0001-01-01 00:00:00,
19:00 Bathurst (AUS) 25th Feb\R6 2260m Pace M\6. Riviere,6. Riviere,639075723892707955,BACK,Åí0.23,Åí0.00,5,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:34,2026-02-25 08:36:34,0001-01-01 00:00:00,
19:00 Bathurst (AUS) 25th Feb\R6 2260m Pace M\7. Bohemian Brawler,7. Bohemian Brawler,639075723892707956,BACK,Åí0.42,Åí0.00,2.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:34,2026-02-25 08:36:34,0001-01-01 00:00:00,
19:00 Bathurst (AUS) 25th Feb\R6 2260m Pace M\7. Bohemian Brawler,7. Bohemian Brawler,639075723892707953,BACK,Åí0.42,Åí0.00,2.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:34,2026-02-25 08:36:34,0001-01-01 00:00:00,
19:00 Bathurst (AUS) 25th Feb\R6 2260m Pace M\6. Riviere,6. Riviere,639075723892707952,BACK,Åí0.23,Åí0.00,5,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:34,2026-02-25 08:36:34,0001-01-01 00:00:00,
19:00 Bathurst (AUS) 25th Feb\R6 2260m Pace M\10. Esther Rising,10. Esther Rising,639075723892707957,BACK,Åí0.35,Åí0.00,3.35,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:34,2026-02-25 08:36:34,0001-01-01 00:00:00,
22:12 Lingfield 25th Feb\1m4f Hcap\Knight Of Magic,Knight Of Magic,639075723892707958,BACK,Åí0.46,Åí0.00,3.05,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:12 Lingfield 25th Feb\1m4f Hcap\Fravanco,Fravanco,639075723892707959,BACK,Åí0.27,Åí0.00,5.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:12 Lingfield 25th Feb\1m4f Hcap\Starfighter,Starfighter,639075723892707960,BACK,Åí0.28,Åí0.00,5,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:42 Lingfield 25th Feb\5f Hcap\Solar Invincible,Solar Invincible,639075723892707961,BACK,Åí0.36,Åí0.00,3.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:12 Lingfield 25th Feb\1m4f Hcap\Fravanco,Fravanco,639075723892707965,BACK,Åí0.27,Åí0.00,5.2,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:42 Lingfield 25th Feb\5f Hcap\Life After Love,Life After Love,639075723892707962,BACK,Åí0.35,Åí0.00,4.1,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:12 Lingfield 25th Feb\1m4f Hcap\Starfighter,Starfighter,639075723892707966,BACK,Åí0.28,Åí0.00,5,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:42 Lingfield 25th Feb\5f Hcap\Rosieisme Darling,Rosieisme Darling,639075723892707963,BACK,Åí0.29,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:42 Lingfield 25th Feb\5f Hcap\Rosieisme Darling,Rosieisme Darling,639075723892707969,BACK,Åí0.29,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:42 Lingfield 25th Feb\5f Hcap\Life After Love,Life After Love,639075723892707968,BACK,Åí0.35,Åí0.00,4.1,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:12 Lingfield 25th Feb\1m4f Hcap\Knight Of Magic,Knight Of Magic,639075723892707964,BACK,Åí0.46,Åí0.00,3.05,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
22:42 Lingfield 25th Feb\5f Hcap\Solar Invincible,Solar Invincible,639075723892707967,BACK,Åí0.36,Åí0.00,3.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:37,2026-02-25 08:36:37,0001-01-01 00:00:00,
10:45 Launceston (AUS) 25th Feb\R1 1200m Mdn\8. Walking Street,8. Walking Street,639075723892707970,BACK,Åí0.51,Åí0.00,2.88,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:45 Launceston (AUS) 25th Feb\R1 1200m Mdn\14. Khaleesis Dream,14. Khaleesis Dream,639075723892707972,BACK,Åí0.30,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:10 Pukekohe (NZL) 25th Feb\R3 2100m Mdn\5. Papparazzi,5. Papparazzi,639075723892707979,BACK,Åí0.30,Åí0.00,4.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:45 Launceston (AUS) 25th Feb\R1 1200m Mdn\6. In Your Dreams,6. In Your Dreams,639075723892707971,BACK,Åí0.19,Åí0.00,7.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:10 Pukekohe (NZL) 25th Feb\R3 2100m Mdn\18. Wee Nessy,18. Wee Nessy,639075723892707981,BACK,Åí0.33,Åí0.00,4.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:35 Pukekohe (NZL) 25th Feb\R2 1400m Hcap\3. Mazino,3. Mazino,639075723892707978,BACK,Åí0.46,Åí0.00,3.1,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:00 Pukekohe (NZL) 25th Feb\R1 1100m Mdn\10. Fiesta,10. Fiesta,639075723892707975,BACK,Åí0.32,Åí0.00,4.1,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:00 Pukekohe (NZL) 25th Feb\R1 1100m Mdn\7. Arcadia,7. Arcadia,639075723892707973,BACK,Åí0.35,Åí0.00,3.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:35 Pukekohe (NZL) 25th Feb\R2 1400m Hcap\6. Glance,6. Glance,639075723892707977,BACK,Åí0.23,Åí0.00,6.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
08:45 Turf Paradise (US) 24th Feb\R8 6f Claim\Army Knife,Army Knife,639075723892707983,BACK,Åí0.14,Åí0.00,8.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
08:45 Turf Paradise (US) 24th Feb\R8 6f Claim\Social Status,Social Status,639075723892707984,BACK,Åí0.26,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:00 Pukekohe (NZL) 25th Feb\R1 1100m Mdn\7. Arcadia,7. Arcadia,639075723892707988,BACK,Åí0.35,Åí0.00,3.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:45 Launceston (AUS) 25th Feb\R1 1200m Mdn\8. Walking Street,8. Walking Street,639075723892707986,BACK,Åí0.51,Åí0.00,2.88,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:00 Pukekohe (NZL) 25th Feb\R1 1100m Mdn\9. Dreamtime,9. Dreamtime,639075723892707974,BACK,Åí0.33,Åí0.00,3.95,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:45 Launceston (AUS) 25th Feb\R1 1200m Mdn\14. Khaleesis Dream,14. Khaleesis Dream,639075723892707987,BACK,Åí0.30,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:35 Pukekohe (NZL) 25th Feb\R2 1400m Hcap\2. Lodi Dodi,2. Lodi Dodi,639075723892707991,BACK,Åí0.31,Åí0.00,4.7,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:00 Pukekohe (NZL) 25th Feb\R1 1100m Mdn\9. Dreamtime,9. Dreamtime,639075723892707990,BACK,Åí0.33,Åí0.00,3.95,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
08:45 Turf Paradise (US) 24th Feb\R8 6f Claim\Screaming Virginia,Screaming Virginia,639075723892707982,BACK,Åí0.60,Åí0.00,2.1,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:45 Launceston (AUS) 25th Feb\R1 1200m Mdn\6. In Your Dreams,6. In Your Dreams,639075723892707985,BACK,Åí0.19,Åí0.00,7.6,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:00 Pukekohe (NZL) 25th Feb\R1 1100m Mdn\10. Fiesta,10. Fiesta,639075723892707989,BACK,Åí0.32,Åí0.00,4.1,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:35 Pukekohe (NZL) 25th Feb\R2 1400m Hcap\3. Mazino,3. Mazino,639075723892707992,BACK,Åí0.46,Åí0.00,3.1,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:10 Pukekohe (NZL) 25th Feb\R3 2100m Mdn\13. Summer In London,13. Summer In London,639075723892707980,BACK,Åí0.37,Åí0.00,3.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:35 Pukekohe (NZL) 25th Feb\R2 1400m Hcap\2. Lodi Dodi,2. Lodi Dodi,639075723892707976,BACK,Åí0.31,Åí0.00,4.7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
10:35 Pukekohe (NZL) 25th Feb\R2 1400m Hcap\6. Glance,6. Glance,639075723892707995,BACK,Åí0.23,Åí0.00,6.2,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:10 Pukekohe (NZL) 25th Feb\R3 2100m Mdn\13. Summer In London,13. Summer In London,639075723892707999,BACK,Åí0.37,Åí0.00,3.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
08:45 Turf Paradise (US) 24th Feb\R8 6f Claim\Screaming Virginia,Screaming Virginia,639075723892707997,BACK,Åí0.60,Åí0.00,2.1,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
08:45 Turf Paradise (US) 24th Feb\R8 6f Claim\Army Knife,Army Knife,639075723892707996,BACK,Åí0.14,Åí0.00,8.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:10 Pukekohe (NZL) 25th Feb\R3 2100m Mdn\18. Wee Nessy,18. Wee Nessy,639075723892707994,BACK,Åí0.33,Åí0.00,4.4,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:10 Pukekohe (NZL) 25th Feb\R3 2100m Mdn\5. Papparazzi,5. Papparazzi,639075723892707993,BACK,Åí0.30,Åí0.00,4.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
08:45 Turf Paradise (US) 24th Feb\R8 6f Claim\Social Status,Social Status,639075723892707998,BACK,Åí0.26,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:38,2026-02-25 08:36:38,0001-01-01 00:00:00,
11:20 Launceston (AUS) 25th Feb\R2 1400m Mdn\8. Joejoe,8. Joejoe,639075723892708001,BACK,Åí0.25,Åí0.00,4.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:55 Launceston (AUS) 25th Feb\R3 1400m CL4\6. Obviously Good,6. Obviously Good,639075723892708004,BACK,Åí0.32,Åí0.00,3.95,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:20 Launceston (AUS) 25th Feb\R2 1400m Mdn\7. Veins Within Rock,7. Veins Within Rock,639075723892708009,BACK,Åí0.16,Åí0.00,7.4,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:55 Launceston (AUS) 25th Feb\R3 1400m CL4\5. Navarre River,5. Navarre River,639075723892708012,BACK,Åí0.37,Åí0.00,3.4,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:55 Launceston (AUS) 25th Feb\R3 1400m CL4\9. Billie The Great,9. Billie The Great,639075723892708005,BACK,Åí0.32,Åí0.00,3.95,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:20 Launceston (AUS) 25th Feb\R2 1400m Mdn\8. Joejoe,8. Joejoe,639075723892708010,BACK,Åí0.25,Åí0.00,4.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:55 Launceston (AUS) 25th Feb\R3 1400m CL4\5. Navarre River,5. Navarre River,639075723892708003,BACK,Åí0.37,Åí0.00,3.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
