Description,Selection,Bet Id,Bet type,Matched amount,Loss rec. amount,Avg. price matched,Status,P/L,Strategy,Short description,Tipster,Placed date,Matched date,Settled date,Settle as win
09:30 Tolima v OHiggins\Over/Under 0.5 Goals\Over 0.5 Goals,Over 0.5 Goals,639088709229955583,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:28,2026-03-12 09:44:28,2026-03-12 10:10:35,
09:30 Tolima v OHiggins\Over/Under 0.5 Goals\Under 0.5 Goals,Under 0.5 Goals,639088709229955581,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:28,2026-03-12 09:44:28,2026-03-12 10:10:35,
09:30 Manaus FC v Londrina\Match Odds\Londrina,Londrina,639088709229955580,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:28,2026-03-12 09:44:28,2026-03-12 11:30:01,
09:30 Manaus FC v Londrina\Match Odds\Manaus FC,Manaus FC,639088709229955584,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:28,2026-03-12 09:44:28,2026-03-12 11:30:01,
09:30 Manaus FC v Londrina\Match Odds\The Draw,The Draw,639088709229955582,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:28,2026-03-12 09:44:28,2026-03-12 11:30:01,
09:30 Tolima v OHiggins\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955585,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:28,2026-03-12 09:44:28,2026-03-12 11:20:22,
09:30 Manaus FC v Londrina\First Half Goals 0.5\Under 0.5 Goals,Under 0.5 Goals,639088709229955586,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:29,2026-03-12 09:44:29,2026-03-12 10:20:26,
09:30 Manaus FC v Londrina\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639088709229955587,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:30,2026-03-12 09:44:30,2026-03-12 10:20:26,
09:30 Manaus FC v Londrina\First Half Goals 1.5\Under 1.5 Goals,Under 1.5 Goals,639088709229955588,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:31,2026-03-12 09:44:31,2026-03-12 10:20:26,
09:30 Manaus FC v Londrina\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955589,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:31,2026-03-12 09:44:31,2026-03-12 10:20:26,
09:32 Paysandu v Portuguesa RJ\Over/Under 0.5 Goals\Under 0.5 Goals,Under 0.5 Goals,639088709229955590,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:32,2026-03-12 09:44:32,2026-03-12 10:11:42,
09:32 Paysandu v Portuguesa RJ\Over/Under 0.5 Goals\Over 0.5 Goals,Over 0.5 Goals,639088709229955591,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:32,2026-03-12 09:44:32,2026-03-12 10:11:42,
09:32 Paysandu v Portuguesa RJ\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955592,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:32,2026-03-12 09:44:32,2026-03-12 10:50:26,
09:32 Paysandu v Portuguesa RJ\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955593,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:32,2026-03-12 09:44:32,2026-03-12 10:50:26,
09:31 Corinthians v Coritiba\Over/Under 0.5 Goals\Over 0.5 Goals,Over 0.5 Goals,639088709229955594,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:09:40,
09:31 Corinthians v Coritiba\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955596,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:48:18,
09:31 Corinthians v Coritiba\Over/Under 0.5 Goals\Under 0.5 Goals,Under 0.5 Goals,639088709229955595,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:09:40,
09:31 Corinthians v Coritiba\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955597,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:48:18,
09:32 Paysandu v Portuguesa RJ\Match Odds\Paysandu,Paysandu,639088709229955600,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 11:28:53,
09:32 Paysandu v Portuguesa RJ\Match Odds\The Draw,The Draw,639088709229955598,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 11:28:53,
09:32 Paysandu v Portuguesa RJ\Match Odds\Portuguesa RJ,Portuguesa RJ,639088709229955599,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 11:28:53,
09:32 Paysandu v Portuguesa RJ\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639088709229955601,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:12:34,
09:32 Paysandu v Portuguesa RJ\First Half Goals 0.5\Under 0.5 Goals,Under 0.5 Goals,639088709229955602,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:12:34,
09:32 Paysandu v Portuguesa RJ\First Half Goals 1.5\Under 1.5 Goals,Under 1.5 Goals,639088709229955603,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:23:05,
09:32 Paysandu v Portuguesa RJ\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955604,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:33,2026-03-12 09:44:33,2026-03-12 10:23:05,
09:31 Corinthians v Coritiba\Match Odds\Corinthians,Corinthians,639088709229955605,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:34,2026-03-12 09:44:34,2026-03-12 11:36:05,
09:31 Corinthians v Coritiba\Match Odds\Coritiba,Coritiba,639088709229955606,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:35,2026-03-12 09:44:35,2026-03-12 11:36:05,
09:31 Corinthians v Coritiba\Match Odds\The Draw,The Draw,639088709229955607,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:35,2026-03-12 09:44:35,2026-03-12 11:36:05,
09:31 Corinthians v Coritiba\First Half Goals 0.5\Under 0.5 Goals,Under 0.5 Goals,639088709229955608,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:36,2026-03-12 09:44:36,2026-03-12 10:10:02,
09:31 Corinthians v Coritiba\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639088709229955609,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:36,2026-03-12 09:44:36,2026-03-12 10:10:02,
09:31 Corinthians v Coritiba\First Half Goals 1.5\Under 1.5 Goals,Under 1.5 Goals,639088709229955610,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:36,2026-03-12 09:44:36,2026-03-12 10:22:39,
09:31 Corinthians v Coritiba\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955611,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:37,2026-03-12 09:44:37,2026-03-12 10:22:39,
09:30 Manaus FC v Londrina\Over/Under 0.5 Goals\Under 0.5 Goals,Under 0.5 Goals,639088709229955612,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:37,2026-03-12 09:44:37,2026-03-12 11:28:49,
09:30 Manaus FC v Londrina\Over/Under 0.5 Goals\Over 0.5 Goals,Over 0.5 Goals,639088709229955613,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:37,2026-03-12 09:44:37,2026-03-12 11:28:49,
09:30 Manaus FC v Londrina\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955614,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:37,2026-03-12 09:44:37,2026-03-12 11:28:49,
09:30 Manaus FC v Londrina\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955615,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:37,2026-03-12 09:44:37,2026-03-12 11:28:49,
09:29 Flamengo v Cruzeiro MG\First Half Goals 1.5\Under 1.5 Goals,Under 1.5 Goals,639088709229955617,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 1 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:21:10,
09:29 Flamengo v Cruzeiro MG\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955618,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 1 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:21:10,
08:31 Nashville SC v Inter Miami CF\Match Odds\Inter Miami CF,Inter Miami CF,639088709229955619,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:26,
08:31 Nashville SC v Inter Miami CF\Match Odds\Nashville SC,Nashville SC,639088709229955620,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:26,
08:31 Nashville SC v Inter Miami CF\Match Odds\The Draw,The Draw,639088709229955616,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:26,
08:31 Nashville SC v Inter Miami CF\Over/Under 0.5 Goals\Over 0.5 Goals,Over 0.5 Goals,639088709229955621,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:35,
08:31 Nashville SC v Inter Miami CF\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955624,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:35,
08:31 Nashville SC v Inter Miami CF\Over/Under 0.5 Goals\Under 0.5 Goals,Under 0.5 Goals,639088709229955623,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:35,
08:31 Nashville SC v Inter Miami CF\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955622,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:38,2026-03-12 09:44:38,2026-03-12 10:25:35,
08:00 Bahia v EC Vitoria Salvador\Match Odds\Bahia,Bahia,639088709229955625,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 1 - 1,,2026-03-12 09:44:39,2026-03-12 09:44:39,2026-03-12 10:07:49,
08:00 Bahia v EC Vitoria Salvador\Match Odds\EC Vitoria Salvador,EC Vitoria Salvador,639088709229955626,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 1 - 1,,2026-03-12 09:44:39,2026-03-12 09:44:39,2026-03-12 10:07:49,
08:00 Bahia v EC Vitoria Salvador\Match Odds\The Draw,The Draw,639088709229955627,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 1 - 1,,2026-03-12 09:44:39,2026-03-12 09:44:39,2026-03-12 10:07:49,
07:59 Independiente Yumbo v Barranquilla\Match Odds\Independiente Yumbo,Independiente Yumbo,639088709229955628,BACK,Åí0.00,Åí0.00,0,LAPSED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:40,2026-03-12 09:44:40,2026-03-12 09:55:53,
07:59 Independiente Yumbo v Barranquilla\Match Odds\Barranquilla,Barranquilla,639088709229955629,BACK,Åí0.00,Åí0.00,0,LAPSED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:40,2026-03-12 09:44:40,2026-03-12 09:55:53,
07:59 Independiente Yumbo v Barranquilla\Match Odds\The Draw,The Draw,639088709229955630,BACK,Åí0.00,Åí0.00,0,LAPSED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:41,2026-03-12 09:44:41,2026-03-12 09:55:53,
07:59 Independiente Yumbo v Barranquilla\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955631,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:41,2026-03-12 09:44:41,2026-03-12 09:55:21,
07:59 Independiente Yumbo v Barranquilla\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955632,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:41,2026-03-12 09:44:41,2026-03-12 09:55:21,
08:15 CD Motagua v Lobos UPNFM\Match Odds\CD Motagua,CD Motagua,639088709229955633,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 2 - 0,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:12:40,
08:15 CD Motagua v Lobos UPNFM\Match Odds\Lobos UPNFM,Lobos UPNFM,639088709229955634,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 2 - 0,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:12:40,
08:15 CD Motagua v Lobos UPNFM\Match Odds\The Draw,The Draw,639088709229955635,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 2 - 0,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:12:40,
08:01 Santa Catarina FC v Jacuipense BA\Match Odds\Santa Catarina FC,Santa Catarina FC,639088709229955636,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:03:49,
08:01 Santa Catarina FC v Jacuipense BA\Match Odds\Jacuipense BA,Jacuipense BA,639088709229955637,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:03:49,
08:01 Santa Catarina FC v Jacuipense BA\Match Odds\The Draw,The Draw,639088709229955638,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:03:49,
08:01 Santa Catarina FC v Jacuipense BA\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955639,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:42,2026-03-12 09:44:42,2026-03-12 10:03:13,
08:01 Santa Catarina FC v Jacuipense BA\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955640,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 10:03:13,
08:03 Castanhal PA v Nova Iguacu\Match Odds\Castanhal PA,Castanhal PA,639088709229955641,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 4,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 10:00:57,
08:03 Castanhal PA v Nova Iguacu\Match Odds\The Draw,The Draw,639088709229955643,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 4,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 10:00:57,
08:03 Castanhal PA v Nova Iguacu\Match Odds\Nova Iguacu,Nova Iguacu,639088709229955642,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 4,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 10:00:57,
09:30 Tolima v OHiggins\Match Odds\The Draw,The Draw,639088709229955644,BACK,Åí0.00,Åí0.00,0,LAPSED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 11:29:58,
09:30 Tolima v OHiggins\Match Odds\OHiggins,OHiggins,639088709229955645,BACK,Åí0.00,Åí0.00,0,LAPSED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 11:29:58,
09:30 Tolima v OHiggins\Match Odds\Tolima,Tolima,639088709229955646,BACK,Åí0.00,Åí0.00,0,LAPSED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,Score at time of bet: 0 - 0,,2026-03-12 09:44:43,2026-03-12 09:44:43,2026-03-12 11:29:58,
08:31 Porto Velho EC v Atletico GO\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639088709229955647,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:45,2026-03-12 09:44:45,2026-03-12 10:30:24,
08:31 Porto Velho EC v Atletico GO\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639088709229955648,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:45,2026-03-12 09:44:45,2026-03-12 10:30:24,
08:31 Porto Velho EC v Atletico GO\Match Odds\Atletico Go,Atletico Go,639088709229955649,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:50,2026-03-12 09:44:50,2026-03-12 10:30:49,
08:31 Porto Velho EC v Atletico GO\Match Odds\The Draw,The Draw,639088709229955650,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:50,2026-03-12 09:44:50,2026-03-12 10:30:49,
08:31 Porto Velho EC v Atletico GO\Match Odds\Porto Velho EC,Porto Velho EC,639088709229955651,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV25.00 LTD9 trigger bot (any selection on any market for that event is ok) ghost bets,,,2026-03-12 09:44:50,2026-03-12 09:44:50,2026-03-12 10:30:49,
09:31 Corinthians v Coritiba\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955652,BACK,Åí30.00,Åí0.00,5.1,SETTLED,-Åí30.00,MV25.01 ?30 Back O1.5HT 1-3m HgP@g,Score at time of bet: 0 - 0,,2026-03-12 09:45:46,2026-03-12 09:45:46,2026-03-12 10:22:39,
09:32 Paysandu v Portuguesa RJ\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955653,BACK,Åí30.00,Åí0.00,5.1,SETTLED,-Åí30.00,MV25.01 ?30 Back O1.5HT 1-3m HgP@g,Score at time of bet: 0 - 0,,2026-03-12 09:45:47,2026-03-12 09:45:47,2026-03-12 10:23:05,
09:30 Manaus FC v Londrina\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955654,BACK,Åí30.00,Åí0.00,5.8,SETTLED,-Åí30.00,MV25.01 ?30 Back O1.5HT 1-3m HgP@g,Score at time of bet: 0 - 0,,2026-03-12 09:45:56,2026-03-12 09:45:56,2026-03-12 10:20:26,
09:30 Manaus FC v Londrina\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639088709229955655,BACK,Åí90.00,Åí0.00,2,SETTLED,-Åí90.00,MV25.03 ?90 Back O0.5HT 2.00-2.20 ,Score at time of bet: 0 - 0,,2026-03-12 09:48:20,2026-03-12 09:48:20,2026-03-12 10:20:26,
09:30 Tolima v OHiggins\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955656,BACK,Åí30.00,Åí0.00,5.7,SETTLED,-Åí30.00,MV25.02 ?30 Back O1.5HT 18-24m HgP@g,Score at time of bet: 0 - 0,,2026-03-12 09:48:52,2026-03-12 09:48:52,2026-03-12 10:21:29,
09:30 Manaus FC v Londrina\First Half Goals 1.5\Over 1.5 Goals,Over 1.5 Goals,639088709229955657,BACK,Åí30.00,Åí0.00,6.6,SETTLED,-Åí30.00,MV25.02 ?30 Back O1.5HT 18-24m HgP@g,Score at time of bet: 0 - 0,,2026-03-12 09:49:15,2026-03-12 09:49:15,2026-03-12 10:20:26,
